endpoint,scope,candidate,branch_half,matrix_id,target_loosen_minus_tighten,neutral_minus_noop,balanced_log_minus_noop
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,14,0.25,0.25,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,15,0.25,-0.3125,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,16,0.0,-0.3125,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,17,0.125,-0.0625,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,18,0.375,0.0625,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,19,0.0625,0.0625,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,20,0.25,0.1875,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,21,0.125,0.125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,22,-0.0625,0.4375,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,23,0.125,0.3125,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,24,0.125,-0.0625,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,25,0.0,-0.125,-0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,26,0.25,0.25,-0.375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,27,-0.0625,0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,28,0.1875,0.0,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,29,-0.0625,0.25,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,30,0.0625,0.0625,-0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,31,0.125,0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,32,0.1875,0.0,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,33,0.0625,0.0,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,34,0.0625,-0.375,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,35,-0.0625,-0.5,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,36,0.0625,0.0625,0.6875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,37,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,38,0.0,0.0625,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,39,0.0625,-0.3125,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,0,-0.125,0.375,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,1,0.0625,-0.0625,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,2,0.0625,0.125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,3,0.125,0.0,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,4,-0.0625,-0.0625,-0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,5,0.3125,0.5,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,6,0.3125,0.1875,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,7,0.0,-0.1875,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,8,0.1875,0.125,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,9,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,10,-0.0625,0.1875,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,11,0.0625,-0.3125,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,12,0.0,0.125,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,13,0.0625,0.0,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,14,0.0,0.25,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,15,0.25,0.1875,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,16,-0.0625,-0.1875,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,17,0.0625,-0.1875,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,18,-0.0625,0.1875,0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,19,0.1875,-0.125,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,20,0.375,0.0625,-0.4375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,21,0.25,0.125,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,22,0.25,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,23,0.0625,0.1875,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,24,0.3125,-0.4375,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,25,-0.0625,0.1875,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,26,0.3125,0.0625,0.5
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,27,0.125,-0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,28,0.4375,0.3125,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,29,0.0625,0.1875,0.3125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,30,0.5,0.0,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,31,0.125,-0.4375,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,32,0.125,0.375,0.4375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,33,-0.125,-0.0625,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,34,0.5625,0.1875,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,35,0.1875,-0.25,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,36,0.0,0.125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,37,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,38,0.1875,0.3125,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,A,39,0.1875,0.25,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,03,B,0,-0.25,-0.125,0.0
